StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,check_outcome_1_1,check_outcome_2_1,check_opport_2-1_1,check_opport_2-2_1,fairineq_low_1,fairineq_low_2,fairineq_high_1,fairineq_high_2,unfair_fair_1_1,unfair_fair_2_1,important_factors_1_1,important_factors_1_2,important_factors_1_3,important_factors_1_4,important_factors_2_1,important_factors_2_2,important_factors_2_3,important_factors_2_4,check1,art_inf1,art_inf2,art_pers1,art_pers2,income_UK,educ_UK,age,gender,race,pol,citizen,feedback,SC0,RandomCompletionCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,FL_29_DO,FL_11_DO,FL_13_DO,conditions_DO,manipulationcheck1_DO,manipulationcheck2-2_DO,fairness_DO,opportunity_DO,article_informative_DO,article_persuasive_DO
2026-02-12 06:08:03,2026-02-12 06:13:39,IP Address,100,336,True,2026-02-12 06:13:40,R_89Rmp67sOmywIgx,anonymous,EN,1,Accept,,(9),,(8),,,140,75,(7),,,,,,Somewhat Important,Somewhat Important,Essential,Essential,6,Informative,,,Somewhat persuasive,"£35,001–£60,000",Secondary School (Completed),44,Male,White,Slightly Conservative,Yes,,,5075178,5ebc0abd2cc5f1054c82a0d7,698dbd78f4d9d7f6273698f7,698dd0a9fa27132c958f214d,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2026-02-12 05:58:42,2026-02-12 06:13:41,IP Address,100,899,True,2026-02-12 06:13:42,R_8ElZ8ms5dea3DSR,anonymous,EN,0.8999999761581421,Accept,(8),,,(3),40,40,,,,(2),Not Very Important,Not Very Important,Somewhat Important,Very Important,,,,,6,Somewhat informative,,Neither persuasive nor not persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,44,Female,White,Slightly Conservative,Yes,,4,1850537,60e37fd546c3fcb12df26a77,698dbd78f4d9d7f6273698f7,698dce7df6b1796b35ff104b,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 06:09:44,2026-02-12 06:13:49,IP Address,100,245,True,2026-02-12 06:13:50,R_2IR6uVEVVJ80k7T,anonymous,EN,1,Accept,"Large
(10)",,(2),,,,120,95,(4),,,,,,Somewhat Important,Somewhat Important,Very Important,Very Important,6,,Informative,Persuasive,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,34,Male,Multiracial / Mixed race,Slightly Liberal,Yes,,,6843983,66da2a45ab47f23fe33e82db,698dbd78f4d9d7f6273698f7,698dd113a5e32b942823a895,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2026-02-12 06:09:17,2026-02-12 06:13:50,IP Address,100,272,True,2026-02-12 06:13:50,R_2f9FAIugiOqjOXQ,anonymous,EN,1,Accept,,"Large
(10)",,"Unlikely
(1)",,,100,115,,"Unfair
(1)",Essential,Very Important,Essential,Essential,,,,,6,Informative,,Neither persuasive nor not persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,40,Female,White,Slightly Liberal,Yes,,10,2187858,5b6f3a37410d9d0001a54ebf,698dbd78f4d9d7f6273698f7,698dd0f4e08a32500e2dcc8c,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 06:08:23,2026-02-12 06:13:55,IP Address,100,332,True,2026-02-12 06:13:56,R_2P6p13Y0FxMtdWL,anonymous,EN,1,Accept,,(8),,(4),50,30,,,,(3),,,,,Very Important,Very Important,Essential,Essential,6,,Informative,,Somewhat persuasive,"£20,001–£25,000",Secondary School (Completed),30,Male,White,Moderate,Yes,"great study ",,8533425,631755de69157e27c295a340,698dbd78f4d9d7f6273698f7,698dd0bfb0bd53e3527bf2fd,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers2
2026-02-12 06:10:11,2026-02-12 06:14:04,IP Address,100,233,True,2026-02-12 06:14:05,R_8FmN5GXcF0RtCCt,anonymous,EN,1,Accept,,"Large
(10)",(2),,,,90,125,,(2),Essential,Essential,Essential,Essential,,,,,6,,Extremely informative,,Extremely persuasive,"£20,001–£25,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",34,Female,Black or African,Slightly Liberal,No,None,11,5114135,6658c56f3d9230d99c3e6752,698dbd78f4d9d7f6273698f7,698dcfee90d4d0f360b46e76,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_1,art_inf2,art_pers2
2026-02-12 06:07:07,2026-02-12 06:14:10,IP Address,100,422,True,2026-02-12 06:14:10,R_838R9MI0IVp01qF,anonymous,EN,1,Accept,,(4),(8),,,,185,30,,(5),,,,,Very Important,Somewhat Important,Essential,Essential,6,,Somewhat informative,,Somewhat persuasive,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,24,Male,White,Slightly Conservative,Yes,,,3691482,67334911eb1de6dd02fc126a,698dbd78f4d9d7f6273698f7,698dcfa348757d1e1f92a066,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf2,art_pers2
2026-02-12 06:09:56,2026-02-12 06:14:10,IP Address,100,254,True,2026-02-12 06:14:11,R_8IKoP28SUmOzePE,anonymous,EN,1,Accept,,(9),(8),,55,25,,,,(3),Somewhat Important,Somewhat Important,Very Important,Essential,,,,,6,,Informative,Persuasive,,"£15,001–£20,000",Post-secondary Vocational or Technical Training,78,Female,White,Slightly Conservative,Yes,no,6,4856958,5c4da47734ee9300011d2299,698dbd78f4d9d7f6273698f7,698dd11fc14cf492c109f2a0,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_1,art_inf2,art_pers1
2026-02-12 06:00:54,2026-02-12 06:14:13,IP Address,100,799,True,2026-02-12 06:14:13,R_2C1oPxqEHf2A26h,anonymous,EN,1,Accept,(6),,(3),,50,30,,,,(4),,,,,Very Important,Not Very Important,Very Important,Very Important,6,Informative,,Somewhat persuasive,,"£25,001–£35,000",Secondary School (Completed),47,Male,White,Moderate,Yes,was all good and intresting,,4871926,5928947add1a250001b4e859,698dbd78f4d9d7f6273698f7,698dcefda3291a81e6c7652e,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 06:11:42,2026-02-12 06:14:14,IP Address,100,152,True,2026-02-12 06:14:14,R_877HuiV6e2mryNe,anonymous,EN,1,Accept,(7),,,(4),50,30,,,(5),,,,,,Very Important,Very Important,Essential,Essential,6,,Somewhat informative,Somewhat persuasive,,"£130,001 or more",Post-secondary Academic Qualification (Did not Complete Degree),20,Male,Asian,Moderate,Yes,,,2596918,66a0d2b35975ab1d10e81ebb,698dbd78f4d9d7f6273698f7,698dcf677ab12ccb39c275db,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2026-02-12 06:07:06,2026-02-12 06:14:23,IP Address,100,437,True,2026-02-12 06:14:24,R_2PBSxSvDGPXzF0d,anonymous,EN,1,Accept,,(8),(7),,60,20,,,,(8),,,,,Not Very Important,Somewhat Important,Very Important,Essential,6,Somewhat informative,,Somewhat persuasive,,"£20,001–£25,000",Bachelor’s degree or equivalent first degree,70,Male,White,Conservative,Yes,,,9632878,580263b8704569000111cd92,698dbd78f4d9d7f6273698f7,698dd06b5bb0661833f525f2,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 06:11:05,2026-02-12 06:14:24,IP Address,100,198,True,2026-02-12 06:14:24,R_8qF5FzU6lSLgmIa,anonymous,EN,0.800000011920929,Accept,(8),,(3),,60,20,,,(6),,,,,,Very Important,Very Important,Essential,Essential,6,,Informative,Somewhat persuasive,,"£35,001–£60,000",Post-secondary Academic Qualification (Did not Complete Degree),30,Male,Another group,Extremely Conservative,Yes,,,6809197,5f31be9263fe1f0de222edc3,698dbd78f4d9d7f6273698f7,698dd1623d2b0f640c3698d9,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2026-02-12 06:12:18,2026-02-12 06:14:25,IP Address,100,127,True,2026-02-12 06:14:26,R_2aJYOIfhxnKSJUZ,anonymous,EN,1,Accept,,(9),(2),,55,25,,,,(3),,,,,Very Important,Very Important,Not Very Important,Not Very Important,6,,Somewhat informative,Somewhat persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,40,Female,White,Slightly Liberal,Yes,,,4324325,55cdc77f34e90600128d237f,698dbd78f4d9d7f6273698f7,698dd1ac6f6b1207072b77fb,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:09:46,2026-02-12 06:14:28,IP Address,100,281,True,2026-02-12 06:14:28,R_2sBwJLswKSlpA0h,anonymous,EN,1,Accept,,"Large
(10)",(3),,,,165,50,,(2),,,,,Very Important,Very Important,Essential,Very Important,6,,Somewhat informative,Somewhat persuasive,,"£60,001–£90,000",Post-secondary Vocational or Technical Training,50,Male,White,Slightly Conservative,Yes,,,3818070,67542e9190f072ebdb98befb,698dbd78f4d9d7f6273698f7,698dd11492fbc53906dcc399,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:01:58,2026-02-12 06:14:28,IP Address,100,750,True,2026-02-12 06:14:29,R_2s1FrrRut9rDqHD,anonymous,EN,1,Accept,(9),,,(7),55,25,,,(3),,,,,,Not Very Important,Somewhat Important,Very Important,Very Important,6,Informative,,Somewhat persuasive,,"£25,001–£35,000",Post-secondary Vocational or Technical Training,65,Male,White,Liberal,Yes,No comments,,9827575,5c377642bc6444000133aae9,698dbd78f4d9d7f6273698f7,698dcf3a7d0e2463e4fa0fe7,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 06:07:03,2026-02-12 06:14:30,IP Address,100,447,True,2026-02-12 06:14:31,R_2InpoCQVGgR0Xq6,anonymous,EN,0.800000011920929,Accept,,"Large
(10)",,"Unlikely
(1)",40,40,,,,"Unfair
(1)",Essential,Essential,Essential,Somewhat Important,,,,,6,Not at all informative,,Not persuasive at all,,"£10,000 or less","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",44,Male,White,Extremely Liberal,Yes,"Re: the terminology in your political alignment question. In Britain 'liberal' doesn't mean what it means in the USA (you could make a strong case that Thatcher's Conservative party was liberal in the British sense, while the sense in which you seem to use it is as a sort of soft-left social democrat). I am a socialist, not a 'liberal'.",11,3032801,62b2476fc924f1a048bd412b,698dbd78f4d9d7f6273698f7,698dd0700ac7c3898828b6f5,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 06:09:46,2026-02-12 06:14:32,IP Address,100,286,True,2026-02-12 06:14:32,R_2Evjh9A8uzfJqDJ,anonymous,EN,1,Accept,,(8),(6),,50,30,,,,(6),,,,,Not Very Important,Somewhat Important,Somewhat Important,Essential,6,Informative,,Persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,46,Female,White,Moderate,Yes,,,5020981,6658c25c10a2740f4cb35c36,698dbd78f4d9d7f6273698f7,698dd11087e2df20664f0779,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 06:11:02,2026-02-12 06:14:32,IP Address,100,209,True,2026-02-12 06:14:32,R_8IauDrDTW1F75s7,anonymous,EN,1,Accept,,(9),(7),,,,140,75,,(4),Not Very Important,Very Important,Essential,Essential,,,,,6,,Somewhat informative,,Somewhat persuasive,"£35,001–£60,000",Secondary School (Completed),26,Male,White,Slightly Liberal,Yes,,7,8859730,5d48c3371bf808001c396355,698dbd78f4d9d7f6273698f7,698dd16144d567ffe1db8e22,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_fair_high,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_1,art_inf2,art_pers2
2026-02-12 06:11:04,2026-02-12 06:14:33,IP Address,100,208,True,2026-02-12 06:14:33,R_8tLcCDsDpHUaKCl,anonymous,EN,0.800000011920929,Accept,,(8),(7),,35,45,,,(3),,,,,,Very Important,Somewhat Important,Very Important,Very Important,6,,Somewhat informative,,Somewhat persuasive,"£15,001–£20,000",Secondary School (Completed),64,Female,White,Moderate,Yes,,,8353146,66ab46cd09300ced34cdd9ac,698dbd78f4d9d7f6273698f7,698dd1621a4795ed2ae50d90,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2026-02-12 06:08:02,2026-02-12 06:14:39,IP Address,100,396,True,2026-02-12 06:14:39,R_81act5buvTkbnQc,anonymous,EN,1,Accept,,(9),"Unlikely
(1)",,45,35,,,,"Unfair
(1)",,,,,Very Important,Somewhat Important,Essential,Very Important,6,Informative,,,Somewhat persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,30,Male,Black or African,Slightly Conservative,No,,,4239194,6974a901cec4b12b903967f1,698dbd78f4d9d7f6273698f7,698dd0ada42b6d874fc7e2e6,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers2
2026-02-12 06:05:11,2026-02-12 06:14:42,IP Address,100,570,True,2026-02-12 06:14:42,R_83Vvf9cdqBzcJcS,anonymous,EN,1,Accept,,(9),(3),,,,165,50,(7),,Very Important,Very Important,Essential,Somewhat Important,,,,,6,,Informative,,Somewhat persuasive,"£35,001–£60,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",33,Female,Black or African,Liberal,Yes,interesting study,9,9036787,67e1340ab690d036e7d35a86,698dbd78f4d9d7f6273698f7,698dcffc182b458a3cedb6bd,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_2,check_opport_2-1,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2026-02-12 06:08:49,2026-02-12 06:14:43,IP Address,100,353,True,2026-02-12 06:14:43,R_2WPDKwfcCN9Dcyo,anonymous,EN,1,Accept,(8),,,(5),50,30,,,,(4),Very Important,Very Important,Essential,Essential,,,,,6,,Informative,,Somewhat persuasive,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",69,Male,White,Moderate,Yes,,9,9958213,5a9fe0026219a30001f55a2c,698dbd78f4d9d7f6273698f7,698dcfc8a02f361079fe366c,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf2,art_pers2
2026-02-12 06:02:43,2026-02-12 06:14:43,IP Address,100,720,True,2026-02-12 06:14:43,R_214YUcKbbdUixzp,anonymous,EN,0.800000011920929,Accept,,"Large
(10)",,(4),,,175,40,(3),,Essential,Very Important,Essential,Essential,,,,,6,Informative,,Somewhat persuasive,,"£60,001–£90,000",Post-secondary Academic Qualification (Did not Complete Degree),32,Female,White,Slightly Liberal,Yes,NA,10,1820212,6983c7a220d52a181106e26b,698dbd78f4d9d7f6273698f7,698dcdf26bf95cee2d51215e,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2026-02-12 06:11:48,2026-02-12 06:14:53,IP Address,100,184,True,2026-02-12 06:14:53,R_8LjyGcYK9zfYlu9,anonymous,EN,1,Accept,"Large
(10)",,(5),,,,150,65,(5),,Very Important,Somewhat Important,Essential,Essential,,,,,6,Somewhat informative,,Neither persuasive nor not persuasive,,"£35,001–£60,000",Post-secondary Academic Qualification (Did not Complete Degree),45,Female,White,Moderate,Yes,,8,3177344,5774d59017128b0001c291f0,698dbd78f4d9d7f6273698f7,698dd18f7383e07df13fde79,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2026-02-12 06:11:49,2026-02-12 06:14:55,IP Address,100,185,True,2026-02-12 06:14:55,R_8QxwMaPcill6GNb,anonymous,EN,0.8999999761581421,Accept,(7),,(4),,55,25,,,,(6),,,,,Very Important,Very Important,Essential,Somewhat Important,6,Informative,,Neither persuasive nor not persuasive,,"£10,001–£15,000",Secondary School (Completed),62,Female,White,Slightly Conservative,Yes,,,7011934,55d5b77ddb6a810006fa05d5,698dbd78f4d9d7f6273698f7,698dd1856d3461da8c3ca790,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 06:11:53,2026-02-12 06:14:56,IP Address,100,182,True,2026-02-12 06:14:56,R_2n29kAgyVY9Q2o9,anonymous,EN,1,Accept,"Large
(10)",,(3),,,,165,50,(3),,,,,,Very Important,Very Important,Somewhat Important,Somewhat Important,6,Informative,,Persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,36,Female,White,Liberal,Yes,,,2207423,5b905d5d2f789f00011c4cc2,698dbd78f4d9d7f6273698f7,698dd193f252da592854b68b,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 06:10:15,2026-02-12 06:14:56,IP Address,100,280,True,2026-02-12 06:14:56,R_2QKRtXYFFklmbpO,anonymous,EN,0.8999999761581421,Accept,(9),,(3),,,,120,95,"Unfair
(1)",,,,,,Essential,Somewhat Important,Somewhat Important,Not Very Important,6,Somewhat informative,,Somewhat unpersuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,34,Male,White,Extremely Liberal,Yes,,,6192087,64136457f1327294ffb3fef9,698dbd78f4d9d7f6273698f7,698dd12ea02f361079fe3691,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 06:12:35,2026-02-12 06:15:08,IP Address,100,152,True,2026-02-12 06:15:08,R_8FmPLfXwYyG2y68,anonymous,EN,1,Accept,,(9),(3),,,,180,35,,(3),,,,,Very Important,Very Important,Essential,Very Important,6,Informative,,,Persuasive,"£60,001–£90,000",Post-secondary Vocational or Technical Training,55,Male,White,Slightly Conservative,Yes,,,6883134,651ab77f6ee1c6bf2ecf4802,698dbd78f4d9d7f6273698f7,698dd1bd50d0cb35a9317ffc,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers2
2026-02-12 06:10:26,2026-02-12 06:15:08,IP Address,100,282,True,2026-02-12 06:15:09,R_81AdCJ8vBXzyH9Q,anonymous,EN,1,Accept,(8),,(8),,55,25,,,(5),,,,,,Not Very Important,Somewhat Important,Very Important,Very Important,6,Informative,,,Somewhat persuasive,"£10,001–£15,000",Post-secondary Vocational or Technical Training,66,Male,White,Moderate,Yes,,,6841889,5f2e72ed16a1ff1e83d98d1b,698dbd78f4d9d7f6273698f7,698dd13b6c4726bd5b36c39e,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2026-02-12 06:08:51,2026-02-12 06:15:12,IP Address,100,381,True,2026-02-12 06:15:13,R_8LNc6wHX341JAeO,anonymous,EN,0.800000011920929,Accept,,"Large
(10)",,"Unlikely
(1)",50,30,,,,"Unfair
(1)",Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,6,Informative,,,Extremely persuasive,"£60,001–£90,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",30,Male,Multiracial / Mixed race,Extremely Liberal,Yes,,8,2748880,63f77b6c38d19fe5e76e5a1b,698dbd78f4d9d7f6273698f7,698dd0dc1e5456e18ddb8e1d,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_unfair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers2
2026-02-12 06:11:15,2026-02-12 06:15:15,IP Address,100,239,True,2026-02-12 06:15:15,R_8xJ0XNnkta8SEgS,anonymous,EN,1,Accept,,(3),,(3),50,30,,,,(7),,,,,Somewhat Important,Somewhat Important,Essential,Essential,6,,Informative,Somewhat persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,37,Female,White,Liberal,Yes,thank you,,6394479,673775b8e50e84ab46068f30,698dbd78f4d9d7f6273698f7,698dd12b0c632bd03a3ca7b0,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:13:06,2026-02-12 06:15:19,IP Address,100,133,True,2026-02-12 06:15:20,R_8BSr5xdq4qpEgU1,anonymous,EN,1,Accept,,(9),,(5),,,150,65,(5),,Very Important,Somewhat Important,Essential,Essential,,,,,6,,Somewhat informative,,Somewhat persuasive,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,41,Female,White,Slightly Conservative,Yes,,8,3672286,6658c2b802688be89f1e984f,698dbd78f4d9d7f6273698f7,698dd1dc58d87627542345b6,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2026-02-12 06:13:26,2026-02-12 06:15:27,IP Address,100,120,True,2026-02-12 06:15:28,R_8Ck0BxCg8EWbUwq,anonymous,EN,1,Accept,,(9),,(3),,,150,65,,(5),,,,,Very Important,Very Important,Very Important,Very Important,6,,Somewhat informative,Neither persuasive nor not persuasive,,"£130,001 or more","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",56,Male,White,Liberal,Yes,,,8511607,67efcad870129b5d1f122c8d,698dbd78f4d9d7f6273698f7,698dd1f1bfc140f5472d0030,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:08:15,2026-02-12 06:15:29,IP Address,100,434,True,2026-02-12 06:15:29,R_8GuXcwdfPhSes7X,anonymous,EN,1,Accept,,"Large
(10)",,(4),,,170,45,,(3),,,,,Very Important,Very Important,Essential,Very Important,6,Somewhat informative,,,Somewhat persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,31,Male,White,Slightly Conservative,Yes,First option question could have been clearer.,,5869587,5e28b7321a8c8f075abe34d0,698dbd78f4d9d7f6273698f7,698dd09b67293bbff6a66e4d,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf1,art_pers2
2026-02-12 06:13:09,2026-02-12 06:15:31,IP Address,100,141,True,2026-02-12 06:15:32,R_8vEYpv32DHlcdgJ,anonymous,EN,1,Accept,,(9),,(3),50,30,,,,(4),Not Very Important,Very Important,Essential,Essential,,,,,6,Somewhat informative,,,Somewhat persuasive,"£10,000 or less",Secondary School (Completed),20,Male,White,Slightly Liberal,Yes,,7,9211818,67574cd454695a33d97d764a,698dbd78f4d9d7f6273698f7,698dd1dc6765217d10da8873,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers2
2026-02-12 06:12:10,2026-02-12 06:15:33,IP Address,100,203,True,2026-02-12 06:15:34,R_8N8HkGwdKABUYWD,anonymous,EN,1,Accept,,(8),(3),,45,35,,,,(4),,,,,Somewhat Important,Somewhat Important,Essential,Essential,6,,Somewhat informative,Neither persuasive nor not persuasive,,"£10,000 or less",Post-secondary Academic Qualification (Did not Complete Degree),23,Male,White,Slightly Conservative,Yes,,,2457527,667c804fd80864f94fd0020c,698dbd78f4d9d7f6273698f7,698dd1a49a88295a2ed5954d,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:12:05,2026-02-12 06:15:34,IP Address,100,208,True,2026-02-12 06:15:35,R_8J2ZpGjIryVkfZR,anonymous,EN,1,Accept,"Large
(10)",,,(2),,,115,100,,"Unfair
(1)",,,,,Essential,Very Important,Somewhat Important,Somewhat Important,6,,Informative,Persuasive,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,47,Female,Another group,Liberal,Yes,,,2560345,5c88cfc680858000011363df,698dbd78f4d9d7f6273698f7,698dd19b3548a43f284f2d7e,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 06:06:21,2026-02-12 06:15:38,IP Address,100,556,True,2026-02-12 06:15:39,R_2SdWuuR0UiNp8ej,anonymous,EN,1,Accept,"Large
(10)",,,(3),35,45,,,,"Unfair
(1)",,,,,Not Very Important,Somewhat Important,Somewhat Important,Somewhat Important,6,,Somewhat informative,Persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,44,Female,Multiracial / Mixed race,Extremely Liberal,Yes,,,6155907,59f4fa78da08940001d4e7b7,698dbd78f4d9d7f6273698f7,698dd0469dbc7179e55974d6,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
